Invoice Date,Transaction Type,Order Id,Shipment Date,Order Date,Shipment Item Id,Item Description,Invoice Amount
2024-06-02 19:52:41,Shipment,504-5126101-9657479,2024-06-03 16:00:00,2024-06-02 15:42:37,393594929919,Product A,482.0
2024-06-02 19:52:41,Shipment,504-5126101-9657479,2024-06-03 16:00:00,2024-06-02 15:42:37,394127212456,Product A,550.0
2024-06-02 19:52:41,Refund,504-5126101-9657479,2024-06-03 16:00:00,2024-06-02 15:42:37,394127212456,Product A,-550.0
2024-06-02 19:52:41,Refund,504-5126101-9657479,2024-06-03 16:00:00,2024-06-02 15:42:37,393594929919,Product A,-482.0
2024-06-02 19:52:41,Refund,504-5126101-9657479,2024-06-03 16:00:00,2024-06-02 15:42:37,392028949319,Product A,-1527.0
2024-06-02 19:53:14,Shipment,704-0014436-3755389,2024-06-03 15:24:38,2024-06-02 15:53:04,394128802983,Product A,336.0
2024-06-02 19:54:27,Shipment,504-2572984-5657263,2024-06-03 10:05:19,2024-06-02 15:54:16,392046359837,Product A,1496.0
2024-06-02 19:58:21,Shipment,704-7676892-8059522,2024-06-03 11:31:36,2024-06-01 15:43:37,393038420771,Product A,594.0
2024-06-02 19:58:21,Refund,704-7676892-8059522,2024-06-03 11:31:36,2024-06-01 15:43:37,393038420771,Product A,-594.0
2024-06-02 20:01:51,Shipment,804-7283762-5236575,2024-06-03 15:21:35,2024-06-02 16:01:29,392025129224,Product A,2135.0
2024-06-02 20:01:51,Refund,804-7283762-5236575,2024-06-03 15:21:35,2024-06-02 16:01:29,392025129224,Product A,-2135.0
2024-06-02 20:05:30,Shipment,171-5067528-6672688,2024-06-03 04:25:14,2024-06-02 13:38:41,394131296817,Product A,510.0
2024-06-02 20:07:52,Cancel,304-1569510-6317987,,,392577468542,,0.0
2024-06-02 20:08:28,Shipment,504-8265483-4351986,2024-06-03 10:54:39,2024-06-02 15:06:41,394088807525,Product A,639.2
2024-06-02 20:10:36,Cancel,171-1677487-0038032,,,393576856913,,0.0
2024-06-02 20:10:56,Shipment,404-5393562-7315602,2024-06-03 15:36:17,2024-06-02 16:10:30,393629002029,Product A,1241.0
2024-06-02 20:11:16,Shipment,304-1569510-6317987,2024-06-03 15:48:17,2024-06-02 16:07:34,392592630013,Product A,1273.0
2024-06-02 20:11:52,Shipment,404-5368822-1672697,2024-06-03 15:45:58,2024-06-02 16:11:25,393606801761,Product A,624.0
2024-06-02 20:13:22,Shipment,704-4899467-7359160,2024-06-03 10:15:46,2024-06-02 15:47:11,393598445338,Product A,594.0
2024-06-02 20:16:14,Shipment,204-1227271-6476633,2024-06-02 21:54:17,2024-06-02 20:09:35,393595742254,Product A,739.0
2024-06-02 20:17:02,Shipment,704-2421539-2572890,2024-06-04 09:07:36,2024-06-02 16:16:59,392057735270,Product A,510.0
2024-06-02 20:18:02,Shipment,804-7243121-9538023,2024-06-03 20:16:38,2024-06-02 16:17:51,393583997346,Product A,1202.0
